Epoch,Loss_D,Loss_G,Score_D_Real,Score_D_Fake,PSNR,SSIM
1,-1.5846283119683173,0.04309787197659413,2.2195683559585437,-0.6441836570280002,21.549096735216267,0.5035600744075445
2,-1.2781400491209591,0.010448374977225767,1.9106185652096481,-0.2530545274197471,23.38301739190877,0.5265562563420612
3,-2.7794191539287567,0.00961952378023781,2.3776030533417476,-1.294941589435307,21.062523764041575,0.5561664688872783
4,-3.0744015825145383,0.007678170336921718,3.3364440543978824,-0.6541038562817608,25.233914899450806,0.59358326639871
5,-0.7862914256605448,0.0063643457879330595,1.7812295918298118,0.14992095076424233,24.87665092235677,0.6049368321208057
6,-1.9669238821548574,0.008164227871662554,1.2411328003540927,-1.450742733595418,26.112444881643093,0.6295045192990562
7,-3.598661717714048,0.008627409416743937,1.2975394130848787,-3.0408323780578725,25.090199287302028,0.6551118539885916
8,-3.1510591460209265,0.007571545703446164,1.260145395614353,-2.715182867865352,26.230459891559317,0.6639727377320351
9,-3.0124367646142547,0.008233241892109314,0.8998382367458486,-2.8624247034975125,27.554284677813396,0.6683136373361657
10,-3.314269281836117,0.0070193561898800085,1.4395990196688502,-2.4932587024007065,25.373941568839037,0.6668889381341842
11,-3.1500106893333735,0.0067006016250553664,1.243459102913153,-2.544699366478359,27.30509579452952,0.6997923708215898
12,-1.683471376989402,0.00402602955342873,1.9537938860774624,-0.27514121148406584,28.40521124970519,0.706119287802037
13,-1.889214635362812,0.005161182621640025,0.932336632973131,-1.4940800337193936,28.403436369344405,0.7236061554729357
14,-2.5669743967991248,0.006424300550647518,0.5099972096125723,-2.6193985900458165,28.52284533284361,0.7290778378522174
15,-2.9171698186911788,0.00648056197108007,0.8129036120960818,-2.730378820148169,26.668631514561195,0.721648424096941
16,-2.2581975062688193,0.006414858227157418,0.36525374187850485,-2.736797260566085,29.09544407688594,0.7442689257696231
17,-2.014078414673899,0.007642015782824042,-1.3030726242810489,-3.9592134611863714,27.309649794640173,0.7620424686698862
18,-2.1715165982059403,0.008234209171039801,-2.0092516107009906,-4.922021091451832,28.49435872713665,0.7618334750316792
19,-2.107355663238787,0.005425871265412984,0.23496593691992992,-2.3892453651802215,28.69978259268113,0.7567991755552385
20,-1.866397466729669,0.005799945003316537,-0.13927982401139305,-2.727245394388835,29.447966392059428,0.7718308138815618
21,-2.267001425518709,0.006218714374756696,-0.4890920748605448,-3.2114530203389187,29.04780273557045,0.7875767566508283
22,-1.6557488610347113,0.003348455794027769,1.9238772427414397,-0.2769403317979738,29.8539459296424,0.7839411679579287
23,-1.5953167165611304,0.0031435767202364173,2.0389612497451406,-0.2538098797275155,29.220326140136585,0.7697605875708302
24,-2.002028830729279,0.003805780299373117,1.7594454481321222,-1.0510557422012674,28.14777823108397,0.7936726997357718
25,-1.9542311005732593,0.004867904235188868,0.35406135605903816,-1.9887429979940257,29.613284682122007,0.80044462591965
26,-1.8541994653496088,0.004274124256791729,0.7783262111221476,-1.695632572092262,30.03680160506605,0.806700425118393
27,-2.176733232713213,0.0041677738521613324,1.1226562465230623,-1.59876634192233,29.99366598653824,0.7995578071768557
28,-1.9924100022689968,0.004917397188917533,0.63884925170272,-1.960362957330311,30.412744950195854,0.8070559356206269
29,-2.1554633336908675,0.004343143139290167,0.5676160069136862,-1.9745120392418376,30.32538002184384,0.813009236169898
30,-1.9890387748970706,0.004751980350371085,0.43142585471779216,-2.0842709327299223,29.961914098017523,0.8105554994271726
31,-1.8683940196738524,0.00292190220252629,2.068417443940416,-0.5063119960620123,29.84044256089145,0.8175629404866812
32,-1.6966900409436694,0.002900320543524097,1.5149997706506766,-0.6222890528466771,30.364298993623233,0.8235302927648481
33,-0.8275266594746533,0.0035919141590449156,0.23050446489497142,-1.3142912888077691,30.63588550663522,0.826636065448822
34,-0.3668070822954178,0.0027084132912112216,0.30077582312309564,-0.5141366838733209,28.869579993029877,0.8311257240194712
35,-1.1552271384818882,0.0021927584916828016,1.8731671965443621,0.30369988151200517,30.50556844164015,0.829253345965916
36,-1.608636306547651,0.0023457409640518473,2.006517912885722,0.022937435316214082,30.252295377364185,0.8355951824860967
37,-1.6367054387634876,0.002102541648234953,2.2520062181733405,0.17230055182715695,28.513031473631973,0.8213028713677346
38,-1.627631304544561,0.0012106335785824294,3.312160801332371,1.1241357277202255,29.17688169103288,0.8233192278520132
39,-1.4380723056839961,0.0018766388119034031,2.564970414398932,0.47295801641109086,30.891484146378794,0.8376309258703013
40,-1.1690089570541007,0.0017746875163021625,1.8956938840887125,0.3295023510533878,30.805118125957254,0.8384420104860307
41,-1.6611321900405136,0.0008781785624759162,3.3755747722644434,1.2784439132055816,30.91830692052191,0.8392536669255573
42,-0.8595168893535932,0.001662212735562421,2.0005787168465115,0.45629180363954647,30.786738664413193,0.8372966753981657
43,-1.4139418272411122,0.0011912651802869695,2.6579553113848555,0.8382133766132243,30.962783424523842,0.8419304056408772
44,-1.6536554722224965,0.0011374563202444538,3.1328371172191063,0.9892040676528624,30.12436136976185,0.8446845938488775
45,-1.4586227067545348,0.0011102496166987455,3.1800019329961606,1.1296672897669031,30.085020319424245,0.8442879172162663
46,-1.6262991206318724,0.0021797908109375368,2.1787912868109403,-0.0336961439226334,30.75112515618462,0.844107523573746
47,-1.4943759616683512,0.002459597433734612,1.627201198085266,-0.5234280157829726,30.474363531702046,0.8424845196128209
48,-1.60981398563759,0.0033960988694874974,1.283027860325049,-1.0829102942811362,31.097676194945628,0.8474272995684775
49,-1.0628416427794625,0.006856237113585367,-3.1354330549053118,-4.815869109770831,31.077141012682304,0.8480712682564066
50,-1.5842144589798124,0.006188094396801556,-2.0365059429816172,-4.128235011942246,30.497471348398427,0.8416562603973348
51,-1.20364515302228,0.009546519594960938,-5.842981240416274,-7.541361308565326,29.525589275119003,0.8171422943248089
52,-0.14755094986335904,0.012639890132727576,-9.327137675004847,-10.58327792485555,31.06373939172069,0.8472522028061596
53,-1.3762557429425857,0.013799969618226968,-9.94382516075583,-11.787229010638068,29.98845348846575,0.8467065452894703
54,-0.9276872946935542,0.013942745842916123,-10.099599785898246,-11.902439506381166,31.133393015878575,0.8467350275831722
55,-0.9325150237363927,0.011883874697720303,-8.47566047369265,-9.889973849876254,30.973697230977102,0.8472483526740121
56,-0.7554862826478248,0.01395622814329816,-10.736069452996347,-12.046022415161133,31.202675843348015,0.8507249940256154
57,-0.862122420353048,0.015424616013964018,-12.264689490374398,-13.488478529687022,30.727699448500744,0.8500532875996093
58,-1.503036927358777,0.014906574971973896,-10.705068348903282,-12.720460822535497,31.089738766157883,0.8494633476397795
59,-1.5957442416864283,0.016728965693390836,-12.020383487028234,-14.394187830008713,31.133695608368033,0.8459041993387421
60,-1.9603697634210773,0.016594117269942574,-11.066644221661138,-14.104243502897376,30.6703178621752,0.8394335078368064
61,-1.0901317539168338,0.014179534698818243,-10.392645368389054,-11.99334841709511,30.516995697692092,0.843568729582146
62,-1.5693663518802792,0.016093734962244827,-11.72359188678218,-13.866961396909227,30.36541178752988,0.8445226434277769
63,-1.474681868389541,0.016094525362931045,-10.998317722245758,-13.425873475916246,30.913308833133147,0.8367696299739082
64,-0.7496709692711924,0.01677826499822093,-12.803339718837364,-14.528949124205345,30.7292155288542,0.8463830932009612
65,-0.8975288229245766,0.016367260202327195,-12.730686385958803,-14.109136865653245,30.718933738176936,0.8410716055765973
66,-0.5358773568097283,0.015947735046639162,-12.512724756727032,-13.676670474632113,29.978419417632416,0.837222249770228
67,-1.3600454979083116,0.016430503268744432,-11.761147704778933,-13.868670822592343,30.641116575865198,0.83531336294621
68,-0.7356697379374036,0.015342049008490993,-12.120079773547603,-13.314416440327962,30.888217490581034,0.842787531433427
69,-1.251745982614218,0.017157814739381567,-13.115283285402784,-14.956591048895143,24.690352070175308,0.7977054008045552
70,-2.1445413083422418,0.018101197028276967,-12.0080644345751,-15.124830619961608,30.22098226922978,0.8276472857491358
71,-1.2451058309452205,0.014768983584408667,-10.595526598014084,-12.604246990353454,30.705866142617687,0.83195245308271
72,-0.7900129249867271,0.016169955552208657,-12.895899264017741,-14.151673470291437,30.77648990592718,0.8381152502604047
73,-1.0299215985279457,0.016990305381078347,-13.451868281644934,-14.89628303378236,30.33061338813505,0.8297632077994765
74,-1.2137613949238086,0.015923218326825722,-11.601964262420056,-13.568813731623631,30.742609062476703,0.8344093276635671
75,-1.629676266861897,0.016026694528466345,-11.002790207956352,-13.606582793067483,30.521531771800056,0.8336866040513277
76,0.0299962742655885,0.012956397470963351,-9.889463275086646,-11.010019816604315,30.759124736832092,0.8413786029752208
77,-0.6376494809692981,0.007488984167210611,-4.001876697353288,-5.167218715069341,30.721119303621794,0.8415040727622126
78,-0.9260836362838745,0.008070183324390183,-3.102211050893746,-4.651104332419003,30.55505388828632,0.8268764763144973
79,-0.5478956715149038,0.007518641687199182,-3.7745208796332865,-4.763399979647468,30.548712246263396,0.8224045593546044
80,-0.9333846343498604,0.00897973790472629,-5.574631472194896,-6.797248088612276,30.203971468675455,0.8278033658267125
