Epoch,Loss_D,Loss_G,Score_D_Real,Score_D_Fake,PSNR,SSIM
1,-2.8129583875207524,0.05381906036887283,1.4915031295621497,-2.8548816955091874,19.1117549668736,0.4526378043795859
2,-2.8748532696220526,0.023227575333102754,-1.5310572862648189,-6.119230730061192,19.33655065057829,0.463573127799893
3,-1.5310971787470413,0.016551527663223424,-1.0517464036431925,-3.881006171828822,21.687392272799716,0.48137591900874155
4,-1.4793019377133425,0.014501370590514628,-1.5092425372745646,-3.755849134036262,20.810840734369755,0.5076847052616468
5,-2.451712074359135,0.01613150959280853,-2.6171692175040997,-6.103920334762095,22.921139774669285,0.52301403938296
6,-2.6603551058761843,0.016661019120711384,-3.6277465268900335,-7.468039266612877,20.590882927158546,0.5280226603639581
7,-3.105786865700509,0.015185336084984496,-3.234820433433857,-7.286875992404418,23.950452827882703,0.5529568117597828
8,-3.1822611488055887,0.013696541146147455,-2.266157204786679,-6.3605669539052725,24.466920588593744,0.5637284729368621
9,-3.1886778845414288,0.014023109900710337,-2.620457371331221,-6.993986424134796,24.76071803473349,0.5759369402780085
10,-2.5806107468095725,0.014027934882576483,-3.6743233713860572,-7.099697836615353,24.423865531279798,0.5741086426623225
11,-2.1379510471879883,0.008302712450798704,0.5797286865534982,-2.39257347150922,24.835189995688495,0.5871452240417145
12,-3.038188310645682,0.011026950196965653,-0.7245718351898689,-4.602067498916374,25.439299197113307,0.5892031672208206
13,-1.3138797663775021,0.013263871907703463,-5.289045514629998,-7.328603054375471,25.10847447290069,0.590828146861524
14,-2.9690987193916603,0.011276095970058036,-1.4264032419943957,-5.248724741131159,25.6850995823887,0.598485660690487
15,-3.413207338099878,0.010376092032082495,-0.675296426543839,-4.950739675806402,25.059748533082722,0.6047943517658281
16,-3.4535509774374886,0.011158183490246212,-1.4343700371296275,-5.66811563280806,25.57709116568509,0.6103464514942643
17,-3.5293734949070603,0.01118126581278817,-1.333166974703219,-5.70055168991672,25.977776785018037,0.6128826997083378
18,-3.193102278558093,0.012860774209624842,-3.4796972882308226,-7.5511189113460455,25.5906356373095,0.62131970279917
