Epoch,Loss_D,Loss_G,Score_D_Real,Score_D_Fake,PSNR,SSIM
1,-0.9622905362526749,0.023362826952235956,2.0153772122719706,-0.1579107082383565,25.59519943916698,0.409650140106678
2,-0.99796942935963,0.0036125980431218033,2.6522789244108123,0.7742736722315752,26.64306030014022,0.45845021061599256
3,-0.7367141599004132,0.0028596947865104794,2.6145359648286908,0.7640614816773691,26.24771794174123,0.46507479503750804
4,-2.6068522676732457,0.0011070786597925464,5.357884844182277,1.9408941057789733,27.167634356448033,0.49464736551046373
5,-1.6599219805828973,0.001388487687771335,3.840666454498025,1.3481002766111718,27.34653844425118,0.5104329317808152
6,-1.5048183448815051,0.0007528032054455062,4.0823521594544125,1.7668537986339135,27.72935059094373,0.5331049614399671
7,-2.208527149929027,0.000168245196134155,5.196846627032488,2.1008507883548737,27.758425742002846,0.55910202100873
8,-2.0469735226669257,-0.00036721150593706334,5.336882753725405,2.547706277278687,28.179124473260533,0.5896499055624008
9,-1.9759607259242018,-0.00024897125377147287,4.637194259466256,2.0536506441648923,28.289820719051562,0.6100791539996863
10,-1.7433367381480265,-0.0004929077337423614,4.409826266864286,2.1515571681537224,28.3108841627747,0.6268569289892912
