Epoch,Loss_D,Loss_G,Score_D_Real,Score_D_Fake,PSNR,SSIM
1,-0.7285373007868938,0.05368728667364291,0.7983235775402107,-0.6329451551273365,15.250878297032873,0.745216458760775
2,-3.4645319334879283,0.050758979450647376,1.9771849496430376,-1.72632171821452,17.294300776892797,0.6691653937559862
3,-0.434453157912787,0.044882615493425766,1.3800921749926431,-1.6788927215857794,17.536719098041143,0.728926782149535
4,-2.6617302157112595,0.04370464612629145,1.671608875244078,-2.494118719826342,17.67946567954303,0.7402895261691167
5,-6.092505061244182,0.041604506394962694,3.120071635683644,-3.5229707052243637,18.97633382518187,0.7705589332030369
6,-6.634708283820498,0.035744652229845304,3.5495504150276838,-4.160368645306757,22.679778026968126,0.7990857708454132
7,-1.2469614676269998,0.02141001041197981,1.3847188917404676,-3.0304707345102013,15.496818109920731,0.7784490922781138
8,-0.1543051549074456,0.016198758894298435,-0.9643513781223432,-3.178710449568644,23.420954643704704,0.7851976799964905
9,-1.6925281048176628,0.012551890936868346,-0.0588060587665412,-3.499316213577208,24.260448013645114,0.7891818637114305
10,-3.5711850396738756,0.012292221166321273,1.0763883241604373,-3.836301281094818,23.75275681808666,0.7867334652864016
11,-0.6821473893258752,0.011097559887335249,-0.2403054635352292,-3.900153486413977,23.7779260982134,0.7848942710803105
12,-0.19353365809236509,0.011143249515819069,-2.2411926416209345,-3.751941299900735,24.388870956251566,0.7840714520674485
13,-3.5445536880151804,0.011427619979257774,-0.019706100043212185,-4.22180278004327,26.47537210033792,0.7870172047615052
14,-4.672690234159374,0.011659345740978839,1.8833907036684414,-4.371976602868657,24.526296329253277,0.785409811093257
15,-0.28598698453170696,0.011226874517831094,-1.8050976566198067,-4.340853293345634,25.666286834154583,0.7898017815443186
16,2.429427095832085,0.00880000852034507,-1.568476118230713,-3.1269406005751277,25.443750031895394,0.7880523275412046
17,-0.5299023492046473,0.008057389493773314,-0.3084843688328125,-2.2554099041521325,26.42313511457275,0.7890689727893242
18,-0.24325155289114456,0.008399560905876308,0.23715805818703883,-2.8417001956439036,23.662608908491283,0.7850987740663382
19,-0.8458717910324256,0.01085244368214513,-0.03870913200552654,-3.3432395674771644,19.174419051682033,0.7797308156123528
20,-0.4299075943689396,0.009954415942354047,-1.0121481055267416,-3.402083503977742,27.487836051417155,0.7875727360982161
21,-2.436204288594319,0.009199873132438112,-0.19912320366108444,-3.671816789028273,25.4374764309893,0.7847364251430218
22,-7.761953069841924,0.010619039213219567,4.063511180913244,-4.857881733768472,24.714816976908946,0.7848424788621756
23,-2.1730425666998254,0.009069871010521315,1.0553270593141104,-4.509012868953764,25.17617713944182,0.7838362206862522
24,-1.3382536971862418,0.008092421361180626,-0.7272235408992042,-2.5538130979587748,19.389287226471225,0.7780274073894208
25,-1.5751289850557855,0.010661484850021906,-0.466335312096509,-2.805754767026055,28.328278568711987,0.7881136498084436
26,-2.467841089900797,0.007366842322195981,0.2513441037476246,-2.814659041988592,27.60856828284474,0.7881931674480438
27,-2.557957394455548,0.007280160536146448,0.869329172946196,-2.28500820647239,28.202922803660577,0.7884671859557812
28,-2.1404087757726464,0.009349590133372792,0.6182578123567,-2.4521709180496063,28.04795334076858,0.7886634086645566
29,-1.763678390743304,0.00684658847860353,0.780445767237925,-1.892451306121906,27.69688719464574,0.7891490169671865
30,-2.2802295793356246,0.007360445930692662,1.212839900044409,-1.9930241675184877,28.124193071828387,0.7895789104241592
31,-1.7315370434527073,0.007258798343689916,0.5361485014025797,-2.3825167359921755,28.90797108493972,0.7901017351333912
32,-2.622222016872887,0.006153690657876349,0.7776847781439844,-2.636808928733971,29.033841507498078,0.7895565412594722
33,-2.8057602081967326,0.007335695783252773,2.147554713660972,-1.4992624777186547,26.717510669629192,0.7902178705655611
34,-1.8881667837645029,0.008399600705505529,-0.35907677912961006,-3.2767197760070643,28.44742773576379,0.7907883962301108
35,-2.9282460234042516,0.006627738308078157,1.3990454773063716,-2.1922369620132853,29.05704494893396,0.7899125660382784
36,-1.042345302359192,0.005972551272544485,0.36431371380729877,-2.057840650815914,26.9025590651599,0.7901609964554126
37,-2.059822520758126,0.009145490628633145,0.09843888458345115,-3.3654755017723637,29.111648615783565,0.7911864358645219
38,-2.7514714231427084,0.006104018157216082,0.34256231351008976,-3.359207991536743,23.31415062241547,0.7877514415520888
39,-1.9812716698486532,0.006710731538289034,0.6975130958156209,-3.0835048728519014,26.981534771796916,0.790807893551313
40,-0.007200584048926164,0.006648651524922636,-2.308058168352939,-3.193882841142943,28.56428949119852,0.7907503515940446
41,-1.6092711976888374,0.006559269590265799,-1.0475578260146177,-3.1086099837272583,29.71821198335268,0.7911507391012632
42,-2.063323216932554,0.0064656071296818746,-0.29943815791378,-3.0493498579234353,28.019880670712162,0.7936291332428272
43,-2.2356122249458195,0.007774195593547723,0.6464519083149881,-2.3681569105960114,29.078295995920644,0.7948676124902871
44,-0.8133594968086032,0.006213024955195647,-0.9539960671546831,-3.2109727082192054,25.160807205479202,0.7925433846620413
45,-1.9647025887064753,0.006989339191888825,-0.3490974800854277,-3.052854794090493,26.865827333541212,0.7944408649664659
